"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Genes","Sig","Labl"
"Coprs",146.696756451292,0.346781974445312,0.0792768456638355,2.81982910630812e-06,7.25718268372223e-05,"Coprs","Yes","Coprs"
"Imp3",789.969448935319,0.285034874444636,0.0637302351041972,2.83258438931244e-06,7.28090886286564e-05,"Imp3","Yes","Imp3"
"Agl",2650.67513276092,-0.434953654337859,0.101783107672887,2.85002479702314e-06,7.31660355934033e-05,"Agl","Yes","Agl"
"Tiparp",11188.9191495654,-0.557100512057786,0.134755857401726,2.85531803238724e-06,7.32106388154681e-05,"Tiparp","Yes","Tiparp"
"A830035O19Rik",56.9996743628416,0.688083100897249,0.166785580424491,2.87148589249536e-06,7.35336107469986e-05,"A830035O19Rik","Yes","A830035O19Rik"
"Pdzk1ip1",140.555560792905,-2.1242968494707,0.687773862187882,2.88023467103721e-06,7.36660268844537e-05,"Pdzk1ip1","Yes","Pdzk1ip1"
"H2az2",557.134186420167,0.294802475223105,0.0665899717760768,2.89396866896496e-06,7.38338549260466e-05,"H2az2","Yes","H2az2"
"Morf4l2",4757.54856574601,-0.263522453160584,0.0590858870348439,2.89195069004974e-06,7.38338549260466e-05,"Morf4l2","Yes","Morf4l2"
"Kcnb1",2679.59661678043,-0.683537499976678,0.170056256094088,2.89939567386121e-06,7.38807642687233e-05,"Kcnb1","Yes","Kcnb1"
"Sctr",257.446788508769,0.959069223655196,0.244036591857054,2.92008546456433e-06,7.43159945981643e-05,"Sctr","Yes","Sctr"
"Gm42682",27.0624427876568,-1.15981233788021,0.29079232319556,2.92886434123033e-06,7.44473924957916e-05,"Gm42682","Yes","Gm42682"
"Otulin",587.108300152618,0.201404046108858,0.0443547708403233,2.93582517957857e-06,7.45323114948745e-05,"Otulin","Yes","Otulin"
"Wdr59",477.622470315715,-0.269671392190705,0.0605473761112588,2.98454030955247e-06,7.56757394499702e-05,"Wdr59","Yes","Wdr59"
"Uhrf2",870.535197776584,0.294750982178822,0.0669094839211119,3.00656232918455e-06,7.61403589121533e-05,"Uhrf2","Yes","Uhrf2"
"Hmgcr",345.667168661144,-0.356327977447888,0.0821072991918588,3.02383182635051e-06,7.62590431643211e-05,"Hmgcr","Yes","Hmgcr"
"Metrn",337.150335304424,-0.625036869197673,0.151292270444784,3.01995989922977e-06,7.62590431643211e-05,"Metrn","Yes","Metrn"
"Rpl17",4956.31343165273,0.301899260275588,0.0686965195759945,3.02606431906602e-06,7.62590431643211e-05,"Rpl17","Yes","Rpl17"
