,baseMean,log2FoldChange,lfcSE,pvalue,padj,Genes,Sig,Labl
Nipa1,398.5465449,2.08E-05,0.00144257,0.039552976,0.840826778,Nipa1,No,NA
Wfdc17,17.42582809,-8.52E-06,0.001442691,0.03965658,0.841467726,Wfdc17,No,NA
Ccl11,121.5586132,-8.32E-06,0.001442687,0.039742451,0.841771705,Ccl11,No,NA
Il3ra,146.5949891,-0.000372228,0.001468071,0.039770707,0.841771705,Il3ra,No,NA
Aopep,431.5790677,-1.60E-05,0.001442659,0.040086613,0.845046347,Aopep,No,NA
Arxes1,1254.654749,-2.38E-05,0.00144268,0.040236642,0.845046347,Arxes1,No,NA
Depp1,101.7806243,-6.42E-06,0.001442689,0.040229261,0.845046347,Depp1,No,NA
Dmac2l,239.1904799,1.86E-05,0.00144262,0.040127622,0.845046347,Dmac2l,No,NA
Ggta1,127.9701841,-1.02E-05,0.001442679,0.040046722,0.845046347,Ggta1,No,NA
Gm21781,37.35979272,-7.65E-06,0.001442687,0.040476463,0.845046347,Gm21781,No,NA
Golt1b,774.1846243,3.84E-05,0.001442583,0.040466885,0.845046347,Golt1b,No,NA
Nfyb,486.8874456,2.98E-05,0.001442668,0.040343504,0.845046347,Nfyb,No,NA
Numbl,304.6103476,-1.05E-05,0.001442678,0.040278144,0.845046347,Numbl,No,NA
Pla2g4f,4.708888666,3.30E-06,0.001442693,0.040284216,0.845046347,Pla2g4f,No,NA
Rplp2,5112.446691,4.26E-05,0.001442411,0.040454271,0.845046347,Rplp2,No,NA
5730409E04Rik,1036.879058,-3.24E-05,0.001442566,0.040597776,0.845332281,5730409E04Rik,No,NA
Gm26885,46.76971289,7.50E-06,0.001442686,0.040618895,0.845332281,Gm26885,No,NA
Vmn1r26,5.91721859,-3.94E-06,0.001442693,0.040640493,0.845332281,Vmn1r26,No,NA
Ankrd16,884.7545428,-2.64E-05,0.001442562,0.040761469,0.845760936,Ankrd16,No,NA
Astn2,17.57038571,-6.33E-06,0.001442691,0.040861649,0.845760936,Astn2,No,NA
Gm43145,5.846998431,4.04E-06,0.001442692,0.040791899,0.845760936,Gm43145,No,NA
Rab21,2247.706238,4.14E-05,0.00144234,0.040845413,0.845760936,Rab21,No,NA
Col4a2,43163.0788,-2.73E-05,0.001442577,0.041052373,0.847020988,Col4a2,No,NA
Naa50,4558.267556,7.63E-06,0.001442467,0.041073162,0.847020988,Naa50,No,NA
Ocrl,722.0702457,3.97E-05,0.001442601,0.04099406,0.847020988,Ocrl,No,NA
D830024N08Rik,63.91068522,8.18E-06,0.001442685,0.041312001,0.850203464,D830024N08Rik,No,NA
Myct1,78.75299604,-8.20E-06,0.001442684,0.041389501,0.850203464,Myct1,No,NA
Ncoa7,526.4115087,-1.80E-05,0.001442643,0.041429086,0.850203464,Ncoa7,No,NA
Ube2c,49.05583831,-8.92E-06,0.001442677,0.041425023,0.850203464,Ube2c,No,NA
Bcl6b,185.4572923,-8.17E-06,0.001442684,0.041601642,0.850300998,Bcl6b,No,NA
Gm48216,233.1517947,1.97E-05,0.001442631,0.041587144,0.850300998,Gm48216,No,NA
Mipep,1066.474427,0.000100443,0.001444028,0.041635463,0.850300998,Mipep,No,NA
Tmem98,790.768985,-2.39E-05,0.001442583,0.041519519,0.850300998,Tmem98,No,NA
Slc7a1,236.0948522,-1.50E-05,0.001442659,0.041744757,0.851502189,Slc7a1,No,NA
Pde4c,28.15823161,-8.25E-06,0.001442684,0.041910937,0.852829419,Pde4c,No,NA
Zkscan2,6.681335315,4.04E-06,0.001442693,0.041891953,0.852829419,Zkscan2,No,NA
Nkain1,138.7462982,-1.27E-05,0.001442673,0.042148423,0.856628604,Nkain1,No,NA
Abhd16a,2971.890803,-4.19E-05,0.001442409,0.042389497,0.857813649,Abhd16a,No,NA
Chtop,2887.262772,0.000218578,0.001450405,0.043099116,0.857813649,Chtop,No,NA
Col5a1,8706.352776,-6.73E-05,0.001443308,0.042816867,0.857813649,Col5a1,No,NA
Eng,648.15223,-1.07E-05,0.001442676,0.043079462,0.857813649,Eng,No,NA
Gm42927,139.3918067,-6.90E-06,0.001442687,0.042846991,0.857813649,Gm42927,No,NA
Gnat1,5.654469492,-3.63E-06,0.001442693,0.043055199,0.857813649,Gnat1,No,NA
Icam2,72.03442638,-4.11E-06,0.001442679,0.042507694,0.857813649,Icam2,No,NA
Il13ra1,20.89366541,-7.35E-06,0.001442686,0.04272611,0.857813649,Il13ra1,No,NA
Lrrtm1,29.3352213,1.66E-05,0.001442732,0.043172908,0.857813649,Lrrtm1,No,NA
Meaf6,368.8265102,2.56E-05,0.001442588,0.042392968,0.857813649,Meaf6,No,NA
Ndufa4l2,46.55164564,-6.77E-06,0.001442688,0.042512693,0.857813649,Ndufa4l2,No,NA
Olfr678,22.0776135,-8.52E-06,0.001442689,0.04316855,0.857813649,Olfr678,No,NA
Rapgef6,884.3444836,2.50E-05,0.001442592,0.043042241,0.857813649,Rapgef6,No,NA
Rpl10,5604.476627,3.51E-05,0.001442658,0.042646675,0.857813649,Rpl10,No,NA
Rps7,5231.516231,3.27E-05,0.001442158,0.043068225,0.857813649,Rps7,No,NA
Tek,286.6856619,-9.29E-06,0.001442672,0.042457586,0.857813649,Tek,No,NA
Tmem19,953.3419622,2.95E-05,0.001442547,0.043145117,0.857813649,Tmem19,No,NA
Tnnc1,19.79581394,-6.61E-06,0.001442688,0.043070006,0.857813649,Tnnc1,No,NA
Top2b,3968.440694,3.48E-05,0.001442496,0.042825932,0.857813649,Top2b,No,NA
Apoc1,1518.985684,9.47E-06,0.00144268,0.043402282,0.858352632,Apoc1,No,NA
Psmd11,2875.051392,3.22E-05,0.001442523,0.043393634,0.858352632,Psmd11,No,NA
Rara,425.8277794,-8.15E-06,0.001442636,0.043340357,0.858352632,Rara,No,NA
S1pr3,94.79608585,-7.62E-06,0.001442686,0.043403568,0.858352632,S1pr3,No,NA
Serpinb1a,41.46732896,-6.46E-06,0.001442688,0.04348475,0.858951109,Serpinb1a,No,NA
Adh1,8753.116879,-1.40E-05,0.001442662,0.043686187,0.859229237,Adh1,No,NA
Cul7,2298.502777,-3.41E-05,0.001442418,0.043702572,0.859229237,Cul7,No,NA
Naa10,889.1813507,3.13E-05,0.001442532,0.043615253,0.859229237,Naa10,No,NA
Sez6,10.2236058,-4.21E-06,0.001442692,0.043676556,0.859229237,Sez6,No,NA
Npas4,10.06166464,-4.99E-06,0.001442691,0.043780576,0.85976081,Npas4,No,NA
Myh10,2927.023495,-2.08E-05,0.001442623,0.043833746,0.859804032,Myh10,No,NA
Clic1,154.2762786,-1.33E-05,0.001442686,0.044032732,0.861703192,Clic1,No,NA
Sec63,3366.309223,7.55E-05,0.001443124,0.044024534,0.861703192,Sec63,No,NA
Dchs1,106.2816501,-1.07E-05,0.001442683,0.044126083,0.862490271,Dchs1,No,NA
Rpl15,4467.761666,3.48E-05,0.001442491,0.044175209,0.862490271,Rpl15,No,NA
Jam2,323.1043185,-2.57E-05,0.001442735,0.044315469,0.863230548,Jam2,No,NA
Zfp105,20.76044086,-6.74E-06,0.001442687,0.044306976,0.863230548,Zfp105,No,NA
Macf1,7830.033855,-4.45E-05,0.00144236,0.044448807,0.864829212,Macf1,No,NA
Dipk1a,1070.494672,2.39E-05,0.001442599,0.044597546,0.865207164,Dipk1a,No,NA
Gm31728,23.82193272,7.61E-06,0.001442685,0.044680116,0.865207164,Gm31728,No,NA
Npff,24.72523568,-6.37E-06,0.001442688,0.044639443,0.865207164,Npff,No,NA
Ssc5d,28.7934559,-7.64E-06,0.001442685,0.044724681,0.865207164,Ssc5d,No,NA
Tapbp,6841.212752,-3.85E-06,0.001442424,0.04463289,0.865207164,Tapbp,No,NA
Arf5,1763.083438,-2.86E-05,0.001442459,0.044884879,0.865351689,Arf5,No,NA
Ascc3,975.2231721,2.94E-05,0.001442547,0.04495307,0.865351689,Ascc3,No,NA
Brca2,227.0151613,1.59E-05,0.001442652,0.044988644,0.865351689,Brca2,No,NA
Kcna5,69.5114047,-8.45E-06,0.001442683,0.044846967,0.865351689,Kcna5,No,NA
Serpinf1,1780.852636,-9.90E-06,0.001442678,0.044982714,0.865351689,Serpinf1,No,NA
Kcnab2,18.75576715,-7.45E-06,0.001442687,0.045076704,0.865985298,Kcnab2,No,NA
Nap1l1,8084.144069,2.21E-05,0.001442611,0.045124256,0.865985298,Nap1l1,No,NA
Zfp143,170.8061024,-1.76E-05,0.001442642,0.045379903,0.8699018,Zfp143,No,NA
Pak4,473.900588,-2.59E-05,0.001442579,0.045446202,0.870183865,Pak4,No,NA
Gm33424,17.15122151,6.42E-06,0.00144269,0.045568804,0.87154212,Gm33424,No,NA
Fmod,27.79653248,5.55E-06,0.00144269,0.045654722,0.872196492,Fmod,No,NA
Setd6,322.403862,2.31E-05,0.001442602,0.045767749,0.873366687,Setd6,No,NA
Ifi47,113.9965994,-7.32E-06,0.001442684,0.045878194,0.874485027,Ifi47,No,NA
6030469F06Rik,15.47355752,-5.39E-06,0.001442692,0.046423083,0.875771105,6030469F06Rik,No,NA
Arhgap18,1003.973325,-1.75E-05,0.001442641,0.046277441,0.875771105,Arhgap18,No,NA
Cacnb4,13.46577203,5.56E-06,0.001442688,0.046855623,0.875771105,Cacnb4,No,NA
Carns1,240.6160639,-1.64E-05,0.001442647,0.047073332,0.875771105,Carns1,No,NA
Clu,1303.561164,5.04E-06,0.001442646,0.046299782,0.875771105,Clu,No,NA
Epb41l4a,33.46591117,-9.15E-06,0.001442681,0.046209335,0.875771105,Epb41l4a,No,NA
F2rl3,11.50301553,-5.51E-06,0.001442695,0.047252491,0.875771105,F2rl3,No,NA
Fkbp10,48.77706276,-9.09E-06,0.00144268,0.046717329,0.875771105,Fkbp10,No,NA
Gm15500,6606.244818,4.49E-05,0.001442337,0.047144217,0.875771105,Gm15500,No,NA
Gm45647,8.81113598,-4.22E-06,0.001442692,0.046850498,0.875771105,Gm45647,No,NA
Gvin1,843.1901761,-1.32E-05,0.001442665,0.046336943,0.875771105,Gvin1,No,NA
Ifi27l2a,12835.28964,3.68E-05,0.001442834,0.04707782,0.875771105,Ifi27l2a,No,NA
Itm2a,246.0260982,-1.26E-05,0.001442676,0.046719559,0.875771105,Itm2a,No,NA
Mc2r,1126.687653,1.14E-05,0.001442672,0.047245855,0.875771105,Mc2r,No,NA
Mdm4-ps,9.8748541,-4.11E-06,0.001442692,0.046754322,0.875771105,Mdm4-ps,No,NA
Mis18a,64.0679742,-1.16E-05,0.001442658,0.047103358,0.875771105,Mis18a,No,NA
Mpzl1,132.9521912,-1.20E-05,0.001442667,0.046892575,0.875771105,Mpzl1,No,NA
Nrep,296.6938973,-1.12E-05,0.001442679,0.047105637,0.875771105,Nrep,No,NA
Rbp7,115.1952465,-9.07E-06,0.001442681,0.046334781,0.875771105,Rbp7,No,NA
Rin3,114.4492646,-6.76E-06,0.001442673,0.047069731,0.875771105,Rin3,No,NA
Rnu12,4.989699656,-9.44E-06,0.001442705,0.04680735,0.875771105,Rnu12,No,NA
Smim27,83.08716417,1.45E-05,0.001442658,0.046796019,0.875771105,Smim27,No,NA
Spaar,87.936927,-9.25E-06,0.00144268,0.046303077,0.875771105,Spaar,No,NA
Trim2,185.5023736,-7.57E-06,0.001442685,0.046412309,0.875771105,Trim2,No,NA
Ubald1,1405.121291,-1.89E-05,0.001442545,0.047295481,0.875771105,Ubald1,No,NA
Wbp11,1445.429203,3.68E-05,0.001442458,0.04622782,0.875771105,Wbp11,No,NA
Mmp23,22.99352246,6.97E-06,0.001442686,0.047432892,0.877352476,Mmp23,No,NA
Hpgd,903.6477434,1.13E-05,0.001442672,0.047682973,0.878402835,Hpgd,No,NA
Mtln,1095.303869,3.36E-05,0.001442597,0.047601214,0.878402835,Mtln,No,NA
Nepro,279.1321104,5.11E-05,0.001442965,0.047729975,0.878402835,Nepro,No,NA
Rnf141,3390.220791,3.05E-05,0.001442528,0.047743637,0.878402835,Rnf141,No,NA
Taf6,718.5800711,3.77E-05,0.001442518,0.047750039,0.878402835,Taf6,No,NA
Cracr2b,168.7771987,-1.38E-05,0.001442664,0.047990808,0.881771423,Cracr2b,No,NA
Gm50241,15.88935512,-2.70E-06,0.001442694,0.048137891,0.881771423,Gm50241,No,NA
Herc3,790.413766,-9.63E-06,0.001442485,0.048181029,0.881771423,Herc3,No,NA
Pgf,32.25638748,-5.10E-06,0.00144269,0.048188967,0.881771423,Pgf,No,NA
Smtn,287.0339585,-1.12E-05,0.001442672,0.048194514,0.881771423,Smtn,No,NA
1700047K16Rik,5.873797333,-3.84E-06,0.001442692,0.048886485,0.886415252,1700047K16Rik,No,NA
9530053A07Rik,8.717189492,-4.06E-06,0.001442692,0.049119719,0.886415252,9530053A07Rik,No,NA
Aff3,101.6773244,1.31E-06,0.001442677,0.049107185,0.886415252,Aff3,No,NA
Clip2,754.6535263,-2.42E-05,0.001442653,0.049256887,0.886415252,Clip2,No,NA
Crabp2,4.673820727,-3.11E-06,0.001442693,0.049264867,0.886415252,Crabp2,No,NA
Dusp19,414.8252686,2.51E-05,0.001442548,0.049068072,0.886415252,Dusp19,No,NA
Fam171a1,452.5089413,-1.07E-05,0.001442515,0.049262372,0.886415252,Fam171a1,No,NA
Gm43379,34.37120476,-7.39E-06,0.001442682,0.049071237,0.886415252,Gm43379,No,NA
Gm49383,12.2111026,2.58E-06,0.001442694,0.048641166,0.886415252,Gm49383,No,NA
Jade3,182.9180664,1.10E-05,0.001442673,0.048958938,0.886415252,Jade3,No,NA
Mlip,5.960247093,-3.76E-06,0.001442692,0.049073196,0.886415252,Mlip,No,NA
mt-Cytb,442018.1561,-1.73E-05,0.001442639,0.04889738,0.886415252,mt-Cytb,No,NA
mt-Rnr1,46118.26017,-1.08E-05,0.001442673,0.048977091,0.886415252,mt-Rnr1,No,NA
Rpap2,631.0348105,2.69E-05,0.001442555,0.048856282,0.886415252,Rpap2,No,NA
Tssk1,5.747270745,6.73E-06,0.001442697,0.04898991,0.886415252,Tssk1,No,NA
Zfp366,114.654708,1.05E-05,0.00144269,0.049329695,0.886415252,Zfp366,No,NA
Zkscan4,118.8746538,-7.03E-06,0.001442685,0.049341628,0.886415252,Zkscan4,No,NA
Gm37447,5.83112847,3.61E-06,0.001442693,0.049739773,0.889442624,Gm37447,No,NA
Inpp5d,48.02600642,-5.46E-06,0.001442667,0.049793988,0.889442624,Inpp5d,No,NA
Ncald,17.27760148,-4.18E-06,0.001442687,0.049795561,0.889442624,Ncald,No,NA
Rnf2,728.9248541,2.18E-05,0.001442608,0.049692162,0.889442624,Rnf2,No,NA
Tap2,2745.034712,-3.16E-05,0.001442508,0.049826503,0.889442624,Tap2,No,NA
Yeats4,681.7458209,4.55E-05,0.001442664,0.049823606,0.889442624,Yeats4,No,NA
Pbk,6.591284831,-3.26E-06,0.001442693,0.049887177,0.889584345,Pbk,No,NA
Eno1,36804.74209,2.36E-05,0.00144259,0.050172028,0.892823598,Eno1,No,NA
Gnpda1,488.2142716,-7.77E-06,0.001442535,0.050174686,0.892823598,Gnpda1,No,NA
Tes,41.95120668,-8.05E-06,0.001442673,0.050241194,0.893065023,Tes,No,NA
Esco2,6.208778109,-3.31E-06,0.001442693,0.050369709,0.893205396,Esco2,No,NA
Fnip2,489.7101574,-2.00E-05,0.00144262,0.050398949,0.893205396,Fnip2,No,NA
Rpl29,5382.978375,-3.26E-05,0.001442427,0.05040794,0.893205396,Rpl29,No,NA
1700086O06Rik,110.9013354,-1.42E-05,0.001442656,0.05106897,0.893837478,1700086O06Rik,No,NA
2210408F21Rik,202.2539593,1.41E-05,0.001442576,0.050664828,0.893837478,2210408F21Rik,No,NA
4933412E12Rik,7.233807773,-2.93E-06,0.001442693,0.051007222,0.893837478,4933412E12Rik,No,NA
Gm10863,6.206008949,-4.08E-06,0.001442692,0.050944777,0.893837478,Gm10863,No,NA
Gm12002,27.84620511,-5.85E-06,0.001442689,0.050800009,0.893837478,Gm12002,No,NA
Gm26569,9.058912454,4.83E-06,0.001442692,0.050642455,0.893837478,Gm26569,No,NA
Myl3,25.44829343,6.98E-06,0.001442686,0.05088584,0.893837478,Myl3,No,NA
Ptpn3,286.3187357,1.28E-05,0.001442664,0.050897798,0.893837478,Ptpn3,No,NA
Rbmxl2,6.955160763,2.85E-06,0.001442691,0.050762859,0.893837478,Rbmxl2,No,NA
Slc35a5,738.8567736,2.48E-05,0.001442578,0.051079455,0.893837478,Slc35a5,No,NA
Tnxb,546.6906398,-1.15E-05,0.00144267,0.050656514,0.893837478,Tnxb,No,NA
Zfp992,87.61098626,1.20E-05,0.001442676,0.050980179,0.893837478,Zfp992,No,NA
Ell2,2637.755192,2.36E-05,0.001442534,0.051335335,0.896901049,Ell2,No,NA
Impa1,908.6328761,9.49E-06,0.001442443,0.051360864,0.896901049,Impa1,No,NA
Galnt15,319.4622535,-1.12E-05,0.001442662,0.051422058,0.897041044,Galnt15,No,NA
Gm47096,53.04634643,-9.23E-06,0.001442673,0.051594213,0.898825398,Gm47096,No,NA
Podxl,349.875029,-1.07E-05,0.001442677,0.051630909,0.898825398,Podxl,No,NA
Egflam,156.5532451,-1.44E-05,0.001442655,0.051775143,0.900364235,Egflam,No,NA
Snrpf,260.7208558,2.02E-05,0.00144262,0.051826052,0.900364235,Snrpf,No,NA
A330023F24Rik,14.62825881,-5.72E-06,0.00144269,0.053589592,0.901298933,A330023F24Rik,No,NA
Aebp1,153.3653929,-1.05E-05,0.001442672,0.052427654,0.901298933,Aebp1,No,NA
Ahcy,989.6895642,3.27E-05,0.001442484,0.053317598,0.901298933,Ahcy,No,NA
Ano8,1909.184122,-2.87E-05,0.001442517,0.053518046,0.901298933,Ano8,No,NA
Anp32e,2178.288423,3.60E-05,0.001442445,0.052048041,0.901298933,Anp32e,No,NA
BC049715,18.19034366,-5.79E-06,0.001442686,0.053176737,0.901298933,BC049715,No,NA
BC060293,14.35193203,-4.09E-06,0.001442689,0.052663618,0.901298933,BC060293,No,NA
Cask,1388.57875,3.16E-05,0.001442466,0.052892646,0.901298933,Cask,No,NA
Colec12,1034.059351,-1.66E-05,0.001442641,0.052807063,0.901298933,Colec12,No,NA
E430018J23Rik,85.77498958,-1.32E-05,0.001442661,0.052257955,0.901298933,E430018J23Rik,No,NA
Gm13709,12.12977479,5.70E-06,0.001442689,0.053162191,0.901298933,Gm13709,No,NA
Gm25082,40.94894849,8.43E-06,0.001442681,0.052693443,0.901298933,Gm25082,No,NA
Gm37238,4.811273486,-3.64E-06,0.001442693,0.052413123,0.901298933,Gm37238,No,NA
Gm44616,7.760747337,2.68E-07,0.001442687,0.053373152,0.901298933,Gm44616,No,NA
Gm45675,25.00724434,-7.45E-06,0.001442686,0.052973503,0.901298933,Gm45675,No,NA
Hydin,23.66345225,-4.22E-06,0.001442692,0.052902043,0.901298933,Hydin,No,NA
Mex3a,42.77126321,-7.24E-06,0.001442685,0.053418109,0.901298933,Mex3a,No,NA
Mpp5,892.681314,2.12E-05,0.001442607,0.052626899,0.901298933,Mpp5,No,NA
mt-Atp6,280131.2259,-1.59E-05,0.001442646,0.052074408,0.901298933,mt-Atp6,No,NA
Mylpf,5.123008143,-3.28E-06,0.001442693,0.053588452,0.901298933,Mylpf,No,NA
Ninl,50.45884812,-9.75E-06,0.001442675,0.052238108,0.901298933,Ninl,No,NA
Sap25,5.59672839,2.39E-06,0.001442694,0.052743676,0.901298933,Sap25,No,NA
Setd3,5162.443458,7.18E-05,0.001442809,0.052290803,0.901298933,Setd3,No,NA
Slc25a48,98.30851248,5.56E-06,0.001442689,0.053406832,0.901298933,Slc25a48,No,NA
Snhg4,101.275126,-1.43E-05,0.001442653,0.052986074,0.901298933,Snhg4,No,NA
Spidr,323.0034059,1.18E-05,0.001442638,0.053577055,0.901298933,Spidr,No,NA
Tbc1d22a,1199.731863,-3.73E-05,0.001442457,0.052993775,0.901298933,Tbc1d22a,No,NA
Tcp1,5608.725439,4.05E-05,0.0014426,0.053231654,0.901298933,Tcp1,No,NA
Timp3,2072.925496,-1.58E-05,0.001442646,0.053232384,0.901298933,Timp3,No,NA
Wdr31,11.23624818,7.99E-06,0.001442695,0.053067332,0.901298933,Wdr31,No,NA
Zfp217,1153.224469,1.68E-05,0.001442639,0.053090079,0.901298933,Zfp217,No,NA
Zfp282,277.7049473,-1.37E-05,0.001442658,0.052282352,0.901298933,Zfp282,No,NA
Gm50128,8.003083476,-4.10E-06,0.001442692,0.053672115,0.90178776,Gm50128,No,NA
Mgmt,465.7793887,1.86E-05,0.001442626,0.053756531,0.902307384,Mgmt,No,NA
B3galnt2,349.1856846,2.23E-05,0.001442595,0.054030569,0.904587779,B3galnt2,No,NA
Cpa2,19.44682008,6.63E-06,0.001442686,0.054081266,0.904587779,Cpa2,No,NA
Gm10287,8.427438833,3.58E-06,0.001442692,0.054090689,0.904587779,Gm10287,No,NA
Gm33994,6.93313729,-3.80E-06,0.001442692,0.054160511,0.904587779,Gm33994,No,NA
Spint2,52.92617401,9.70E-06,0.001442667,0.05411443,0.904587779,Spint2,No,NA
Fgd5,278.321487,-1.04E-05,0.001442673,0.054408862,0.907836891,Fgd5,No,NA
Plod1,3014.401807,-2.79E-05,0.001442538,0.054530028,0.908062227,Plod1,No,NA
Prkdc,1382.391647,2.83E-05,0.001442445,0.054514474,0.908062227,Prkdc,No,NA
Frmd8os,35.50003511,1.00E-05,0.001442686,0.054665529,0.908944704,Frmd8os,No,NA
Gm45591,8.828700825,4.05E-06,0.001442692,0.054793334,0.908944704,Gm45591,No,NA
Rab28,945.8850286,1.89E-05,0.001442442,0.05475403,0.908944704,Rab28,No,NA
Tctn2,245.661049,2.11E-05,0.001442622,0.054798551,0.908944704,Tctn2,No,NA
Ch25h,27.81657161,7.19E-06,0.00144269,0.054887791,0.909173722,Ch25h,No,NA
Dusp9,73.11600271,1.41E-05,0.001442703,0.054920151,0.909173722,Dusp9,No,NA
9330121K16Rik,22.40230053,-5.14E-06,0.00144269,0.055276549,0.909987436,9330121K16Rik,No,NA
Cct5,4535.715959,3.78E-05,0.001442094,0.055724526,0.909987436,Cct5,No,NA
D330050I16Rik,37.70447359,-8.26E-06,0.001442677,0.055197114,0.909987436,D330050I16Rik,No,NA
Dhcr24,1684.120886,-1.39E-05,0.001442656,0.055481084,0.909987436,Dhcr24,No,NA
Dph5,228.8398698,1.88E-05,0.001442608,0.055354994,0.909987436,Dph5,No,NA
Hykk,456.9932336,1.63E-05,0.001442641,0.05572401,0.909987436,Hykk,No,NA
Lrrc70,10.09230076,-4.64E-06,0.001442691,0.055453764,0.909987436,Lrrc70,No,NA
Ltc4s,2113.380004,7.22E-05,0.001443478,0.055669599,0.909987436,Ltc4s,No,NA
Osgepl1,567.7779735,2.17E-05,0.001442599,0.055201118,0.909987436,Osgepl1,No,NA
Pwp1,518.7937562,2.48E-05,0.001442589,0.055595988,0.909987436,Pwp1,No,NA
Rgs2,1560.459069,-1.04E-05,0.001442673,0.055703093,0.909987436,Rgs2,No,NA
Rps3a1,8139.527042,3.16E-05,0.001442491,0.055473092,0.909987436,Rps3a1,No,NA
Scarf2,50.56937351,-6.40E-06,0.001442685,0.055713311,0.909987436,Scarf2,No,NA
Slc38a3,59.2976366,-7.41E-06,0.001442684,0.05534245,0.909987436,Slc38a3,No,NA
Adgrg1,445.8203704,-2.91E-05,0.001442795,0.055957385,0.912461213,Adgrg1,No,NA
Kcnq1ot1,307.1338124,-2.60E-05,0.001442705,0.056092375,0.912461213,Kcnq1ot1,No,NA
Map2k6,200.912644,-9.65E-06,0.001442676,0.056032716,0.912461213,Map2k6,No,NA
Plcg1,3289.624289,-4.50E-05,0.001442232,0.056038971,0.912461213,Plcg1,No,NA
Map7d2,5.675703323,-3.18E-06,0.001442693,0.056264857,0.914385228,Map7d2,No,NA
Gm42517,301.32555,-3.06E-05,0.00144282,0.056524822,0.91674459,Gm42517,No,NA
Mmp27,6.727293967,3.08E-06,0.001442693,0.05668176,0.91674459,Mmp27,No,NA
Smap2,590.2387392,3.39E-05,0.001442497,0.056638647,0.91674459,Smap2,No,NA
Tspan17,2238.256953,-1.47E-05,0.00144265,0.056492365,0.91674459,Tspan17,No,NA
Ube2l6,311.3641482,-1.98E-05,0.001442615,0.056616063,0.91674459,Ube2l6,No,NA
Ccnb2,11.94220184,-4.15E-06,0.001442691,0.05676915,0.917278538,Ccnb2,No,NA
Kif21b,120.3789488,-7.44E-06,0.001442672,0.056868585,0.918005898,Kif21b,No,NA
Tpm4,5108.454167,1.24E-05,0.001442663,0.057022611,0.919612261,Tpm4,No,NA
Palmd,7720.809435,1.27E-05,0.001442662,0.057187384,0.921388707,Palmd,No,NA
2700038G22Rik,43.49428331,7.90E-06,0.001442682,0.057335117,0.922007705,2700038G22Rik,No,NA
Apold1,610.1897763,-1.01E-05,0.001442673,0.057322198,0.922007705,Apold1,No,NA
F8,207.2157694,-1.45E-05,0.001442651,0.057691077,0.924207769,F8,No,NA
Gnb1l,120.178891,-3.83E-07,0.001442588,0.057544574,0.924207769,Gnb1l,No,NA
Gngt2,91.41201374,9.60E-06,0.001442676,0.057583674,0.924207769,Gngt2,No,NA
Mib1,2613.378985,3.97E-05,0.001442495,0.057666547,0.924207769,Mib1,No,NA
Tmtc3,890.7661537,7.77E-06,0.001442331,0.057897169,0.926629357,Tmtc3,No,NA
Tbc1d4,3566.682133,4.58E-05,0.00144251,0.058003205,0.927446507,Tbc1d4,No,NA
Ksr1,1333.83525,-9.66E-06,0.001442675,0.058212434,0.929910552,Ksr1,No,NA
Kdm3a,806.9041608,-0.000113205,0.001444654,0.058289899,0.930267076,Kdm3a,No,NA
1700010I14Rik,49.83309001,-1.08E-05,0.001442696,0.058427781,0.930500991,1700010I14Rik,No,NA
4930432B10Rik,6.836930015,3.79E-06,0.001442693,0.058970039,0.930500991,4930432B10Rik,No,NA
Abhd6,889.4081914,2.50E-05,0.001442559,0.059453909,0.930500991,Abhd6,No,NA
Akap7,1426.976487,4.11E-05,0.001442445,0.059087594,0.930500991,Akap7,No,NA
Arl1,3959.510542,2.32E-05,0.001442328,0.058749392,0.930500991,Arl1,No,NA
Efnb2,225.3215287,-1.29E-05,0.001442685,0.059501834,0.930500991,Efnb2,No,NA
Exoc8,788.492491,-2.11E-05,0.001442556,0.059595155,0.930500991,Exoc8,No,NA
Galnt11,606.5030389,2.31E-05,0.00144258,0.059260143,0.930500991,Galnt11,No,NA
Gm10177,217.9287394,1.67E-05,0.001442599,0.059606309,0.930500991,Gm10177,No,NA
Gm18852,116.1880818,-7.20E-06,0.001442684,0.059057079,0.930500991,Gm18852,No,NA
Gm26736,8.150321494,-3.30E-06,0.001442693,0.058521187,0.930500991,Gm26736,No,NA
Gm29408,8.930452829,-2.86E-06,0.00144269,0.059589301,0.930500991,Gm29408,No,NA
Hpdl,40.30966844,-6.17E-06,0.001442688,0.05916865,0.930500991,Hpdl,No,NA
Lrrc40,527.5979206,2.28E-05,0.001442509,0.059031825,0.930500991,Lrrc40,No,NA
Nbeal2,475.3908548,-2.10E-05,0.001442633,0.059313935,0.930500991,Nbeal2,No,NA
Pcdhb16,104.1388498,1.17E-05,0.001442663,0.059461735,0.930500991,Pcdhb16,No,NA
Pcolce,139.4370098,-1.01E-05,0.001442677,0.059153746,0.930500991,Pcolce,No,NA
Plppr4,143.4302712,-4.12E-06,0.001442692,0.059275277,0.930500991,Plppr4,No,NA
Pnpla6,1154.309512,-1.83E-05,0.001442623,0.058757345,0.930500991,Pnpla6,No,NA
Rwdd1,1128.276394,3.33E-05,0.001442549,0.058553935,0.930500991,Rwdd1,No,NA
Sec61g,172.8414948,1.44E-05,0.001442651,0.058546154,0.930500991,Sec61g,No,NA
Tbc1d10c,18.53616997,-7.17E-06,0.001442684,0.058983025,0.930500991,Tbc1d10c,No,NA
