,baseMean,log2FoldChange,lfcSE,pvalue,padj,Genes,Sig,Labl
Prpf4b,2536.339098,-1.41E-05,0.001442426,0.965894652,0.999821526,Prpf4b,No,NA
Prpf6,2559.029041,9.51E-06,0.001442343,0.776159561,0.999821526,Prpf6,No,NA
Prpf8,9420.832805,4.78E-06,0.001442494,0.69496793,0.999821526,Prpf8,No,NA
Prps1,1731.842541,-2.58E-05,0.001442696,0.576821971,0.999821526,Prps1,No,NA
Prps1l3,271.8078305,-2.12E-06,0.001442581,0.814414464,0.999821526,Prps1l3,No,NA
Prpsap1,1149.044529,1.31E-05,0.001442365,0.416001176,0.999821526,Prpsap1,No,NA
Prpsap2,819.8158365,1.57E-05,0.001442409,0.296344454,0.999821526,Prpsap2,No,NA
Prr11,42.41441045,-1.63E-06,0.001442675,0.673024842,0.999821526,Prr11,No,NA
Prr12,2024.796763,-3.94E-07,0.001442539,0.969374724,0.999821526,Prr12,No,NA
Prr13,790.8722475,1.63E-05,0.001442354,0.818831346,0.999821526,Prr13,No,NA
Prr14,1123.953192,-1.62E-05,0.001442405,0.298065096,0.999821526,Prr14,No,NA
Prr14l,620.108012,-1.79E-05,0.001442676,0.968556085,0.999821526,Prr14l,No,NA
Prr16,1041.986571,1.64E-05,0.001442674,0.124418708,0.999821526,Prr16,No,NA
Prr3,208.2368206,5.88E-06,0.001442569,0.475513317,0.999821526,Prr3,No,NA
Prr32,373.7254464,-2.68E-07,0.001442689,0.898572847,0.999821526,Prr32,No,NA
Prr36,13.30067837,1.09E-06,0.001442688,0.634174238,0.999821526,Prr36,No,NA
Prr5,944.1288058,-3.64E-06,0.00144261,0.645683386,0.999821526,Prr5,No,NA
Prr5l,321.9521945,-5.03E-06,0.001442668,0.292741064,0.999821526,Prr5l,No,NA
Prr7,124.780881,3.97E-06,0.00144268,0.271615524,0.999821526,Prr7,No,NA
Prrc1,1503.939134,1.50E-05,0.001442349,0.630788993,0.999821526,Prrc1,No,NA
Prrc2a,10358.39294,1.11E-05,0.001442276,0.532786585,0.999821526,Prrc2a,No,NA
Prrc2b,5815.545127,5.01E-06,0.001442558,0.621187567,0.999821526,Prrc2b,No,NA
Prrc2c,4352.321397,-1.00E-05,0.001442591,0.466684599,0.999821526,Prrc2c,No,NA
Prrg1,233.7136068,1.15E-06,0.001442603,0.888964084,0.999821526,Prrg1,No,NA
Prrg3,2005.019592,1.30E-05,0.001442639,0.098080936,0.999821526,Prrg3,No,NA
Prrt1,45.54249414,-3.05E-06,0.001442681,0.359329051,0.999821526,Prrt1,No,NA
Prrt4,361.7268083,7.40E-07,0.001442665,0.875959703,0.999821526,Prrt4,No,NA
Prrx1,876.1873071,1.70E-05,0.001442682,0.16600444,0.999821526,Prrx1,No,NA
Prss12,9.530571213,2.22E-06,0.001442693,0.152788793,0.999821526,Prss12,No,NA
Prss23,120.9822789,6.00E-06,0.001442665,0.24298615,0.999821526,Prss23,No,NA
Prss27,117.4237364,5.67E-06,0.001442653,0.520261532,0.999821526,Prss27,No,NA
Prss35,24.47761009,-8.16E-07,0.001442692,0.587260033,0.999821526,Prss35,No,NA
Prss53,23.44583749,-2.89E-06,0.001442681,0.373242008,0.999821526,Prss53,No,NA
Prtn3,580.6055106,2.37E-06,0.001442688,0.338792114,0.999821526,Prtn3,No,NA
Prune1,1175.112801,-1.66E-06,0.001442485,0.789302981,0.999821526,Prune1,No,NA
Prune2,1856.532281,-8.82E-06,0.001442697,0.802714661,0.999821526,Prune2,No,NA
Prx,36.59185927,-1.58E-06,0.001442683,0.592175327,0.999821526,Prx,No,NA
Prxl2a,15025.9764,4.19E-06,0.001442403,0.775621774,0.999821526,Prxl2a,No,NA
Prxl2b,3277.808726,-7.51E-06,0.001442636,0.284723305,0.999821526,Prxl2b,No,NA
Prxl2c,1015.687348,1.09E-05,0.001442576,0.324720395,0.999821526,Prxl2c,No,NA
Psap,51179.16176,-3.27E-05,0.001442101,0.167150662,0.999821526,Psap,No,NA
Psat1,5172.83458,1.26E-05,0.001442511,0.307775885,0.999821526,Psat1,No,NA
Psd,20.82904025,1.40E-06,0.001442679,0.686069914,0.999821526,Psd,No,NA
Psd3,420.0756103,4.47E-06,0.001442571,0.642465488,0.999821526,Psd3,No,NA
Psd4,32.6208379,-1.02E-06,0.001442682,0.736874013,0.999821526,Psd4,No,NA
Psen1,1747.454555,-2.05E-07,0.001442451,0.986956898,0.999821526,Psen1,No,NA
Psen2,1623.125974,-8.31E-06,0.0014425,0.496191684,0.999821526,Psen2,No,NA
Psenen,1053.532702,-6.88E-06,0.001442423,0.559185415,0.999821526,Psenen,No,NA
Psg16,271.274496,2.37E-06,0.001442552,0.895057238,0.999821526,Psg16,No,NA
Psip1,508.0010591,1.33E-05,0.001442599,0.307480731,0.999821526,Psip1,No,NA
Pskh1,1347.406288,5.27E-06,0.001442442,0.700145025,0.999821526,Pskh1,No,NA
Psma1,3986.487441,3.93E-06,0.001442542,0.711420881,0.999821526,Psma1,No,NA
Psma2,2819.74945,0.000376463,0.001468503,0.162426083,0.999821526,Psma2,No,NA
Psma3,3047.876293,2.26E-05,0.0014424,0.175084291,0.999821526,Psma3,No,NA
Psma4,2661.929359,-9.75E-05,0.001444125,0.852447539,0.999821526,Psma4,No,NA
Psma5,2591.529886,-2.84E-06,0.001442505,0.808154306,0.999821526,Psma5,No,NA
Psma6,4668.424093,5.89E-06,0.001442436,0.671253633,0.999821526,Psma6,No,NA
Psma7,2910.022044,7.43E-06,0.001442464,0.573390115,0.999821526,Psma7,No,NA
Psmb1,3590.459071,5.94E-06,0.001442443,0.664125741,0.999821526,Psmb1,No,NA
Psmb11,8.613343342,-1.64E-06,0.00144269,0.405989466,0.999821526,Psmb11,No,NA
Psmb2,2232.015302,4.38E-06,0.001442376,0.774138754,0.999821526,Psmb2,No,NA
Psmb3,2613.80167,1.54E-05,0.001442487,0.270181387,0.999821526,Psmb3,No,NA
Psmb4,3904.27127,1.86E-05,0.001442299,0.304490105,0.999821526,Psmb4,No,NA
Psmb5,3169.36843,1.33E-07,0.001442599,0.920319348,0.999821526,Psmb5,No,NA
Psmb6,3125.063518,9.71E-06,0.001442097,0.133425829,0.999821526,Psmb6,No,NA
Psmb7,5558.367502,4.62E-06,0.001442465,0.722850729,0.999821526,Psmb7,No,NA
Psmb8,772.9338374,-3.69E-05,0.00144285,0.090111207,0.999821526,Psmb8,No,NA
Psmb9,401.4993679,-1.04E-05,0.001442662,0.146348779,0.999821526,Psmb9,No,NA
Psmc1,6009.203026,1.14E-05,0.00144235,0.485772932,0.999821526,Psmc1,No,NA
Psmc2,3407.645305,2.06E-05,0.001442517,0.125427728,0.999821526,Psmc2,No,NA
Psmc3,4248.764522,2.21E-05,0.001442314,0.227574618,0.999821526,Psmc3,No,NA
Psmc3ip,37.35849153,1.79E-06,0.001442676,0.595306657,0.999821526,Psmc3ip,No,NA
Psmc4,2846.488699,4.20E-06,0.001442564,0.670211542,0.999821526,Psmc4,No,NA
Psmc5,3895.99209,3.02E-05,0.001442566,0.179162356,0.999821526,Psmc5,No,NA
Psmc6,2759.050457,1.64E-05,0.001442496,0.217115421,0.999821526,Psmc6,No,NA
Psmd1,6810.111237,2.79E-05,0.001442481,0.078457045,0.999821526,Psmd1,No,NA
Psmd10,707.6490611,1.98E-05,0.001442508,0.143893871,0.999821526,Psmd10,No,NA
Psmd12,2690.271597,1.38E-05,0.001442515,0.266684412,0.999821526,Psmd12,No,NA
Psmd13,3438.784779,2.67E-06,0.001442428,0.848767076,0.999821526,Psmd13,No,NA
Psmd14,3102.446971,1.50E-05,0.001442551,0.191266406,0.999821526,Psmd14,No,NA
Psmd2,9267.038815,-0.000234887,0.001452163,0.251655808,0.999821526,Psmd2,No,NA
Psmd3,4002.28753,2.10E-05,0.001442409,0.194458082,0.999821526,Psmd3,No,NA
Psmd4,5568.559604,-3.97E-05,0.001442611,0.32055193,0.999821526,Psmd4,No,NA
Psmd5,1711.190643,-1.41E-06,0.001442585,0.830518067,0.999821526,Psmd5,No,NA
Psmd6,2159.427078,1.08E-05,0.001442525,0.356135203,0.999821526,Psmd6,No,NA
Psmd7,2885.385772,-5.49E-05,0.001443025,0.444808382,0.999821526,Psmd7,No,NA
Psmd8,4136.290022,-1.12E-05,0.001441978,0.627162833,0.999821526,Psmd8,No,NA
Psmd9,641.5516183,2.47E-06,0.001442508,0.852324482,0.999821526,Psmd9,No,NA
Psme1,2646.580821,-8.52E-07,0.001442484,0.823826237,0.999821526,Psme1,No,NA
Psme2,3469.049889,0.000151643,0.001446355,0.312287753,0.999821526,Psme2,No,NA
Psme2b,9.399923038,-7.36E-07,0.001442689,0.242777028,0.999821526,Psme2b,No,NA
Psme3,2744.247003,2.11E-06,0.001442472,0.869039202,0.999821526,Psme3,No,NA
Psme4,3643.376025,2.36E-06,0.001442543,0.823719154,0.999821526,Psme4,No,NA
Psmf1,942.1053844,-4.14E-06,0.001442408,0.774359318,0.999821526,Psmf1,No,NA
Psmg1,765.2325562,2.12E-06,0.001442538,0.843297703,0.999821526,Psmg1,No,NA
Psmg2,353.0310706,-1.84E-06,0.001442526,0.867141511,0.999821526,Psmg2,No,NA
Psmg3,184.0107874,-1.11E-05,0.001442633,0.151798629,0.999821526,Psmg3,No,NA
Psmg4,139.7692164,-4.36E-06,0.00144257,0.649635237,0.999821526,Psmg4,No,NA
Pspc1,633.6166597,-1.83E-06,0.001442623,0.798766356,0.999821526,Pspc1,No,NA
Psph,1103.501042,3.63E-07,0.001442598,0.966453933,0.999821526,Psph,No,NA
Pstk,351.779,-5.61E-06,0.001442526,0.615448867,0.999821526,Pstk,No,NA
Pstpip1,5.411193215,1.45E-06,0.001442692,0.340876146,0.999821526,Pstpip1,No,NA
Pstpip2,253.6869515,-1.80E-06,0.001442637,0.780491938,0.999821526,Pstpip2,No,NA
Ptbp1,4628.502815,-2.52E-06,0.001442405,0.569521072,0.999821526,Ptbp1,No,NA
Ptbp2,559.5211679,-9.67E-07,0.001442598,0.907011731,0.999821526,Ptbp2,No,NA
Ptbp3,2948.726288,1.59E-05,0.001442587,0.129313886,0.999821526,Ptbp3,No,NA
Ptcd1,787.4047012,-8.12E-06,0.001442425,0.358917263,0.999821526,Ptcd1,No,NA
Ptcd2,637.8977803,3.93E-06,0.001442598,0.669770112,0.999821526,Ptcd2,No,NA
Ptcd3,1872.15897,-3.49E-06,0.001442591,0.688985649,0.999821526,Ptcd3,No,NA
Ptch1,2152.23074,7.24E-06,0.001442613,0.372109746,0.999821526,Ptch1,No,NA
Ptch2,1269.847601,4.44E-06,0.001442667,0.347843979,0.999821526,Ptch2,No,NA
Ptchd4,24.86647649,1.06E-06,0.00144268,0.338997554,0.999821526,Ptchd4,No,NA
Ptdss1,1916.927053,-8.45E-06,0.001442379,0.231578646,0.999821526,Ptdss1,No,NA
Ptdss2,1231.710834,-2.17E-05,0.001442397,0.189718104,0.999821526,Ptdss2,No,NA
Pten,7208.204947,-4.05E-06,0.001442566,0.996859401,0.999821526,Pten,No,NA
Pter,388.2702655,1.73E-05,0.001442535,0.161553033,0.999821526,Pter,No,NA
Ptger1,5.423962161,9.94E-07,0.001442691,0.561062744,0.999821526,Ptger1,No,NA
Ptger2,5.136625355,-5.33E-08,0.00144269,0.130481674,0.999821526,Ptger2,No,NA
Ptger3,6895.896993,-3.43E-07,0.001442638,0.282484948,0.999821526,Ptger3,No,NA
Ptges,11565.50548,8.92E-06,0.001442563,0.285040139,0.999821526,Ptges,No,NA
Ptges2,1711.208132,6.92E-07,0.001442559,0.945058062,0.999821526,Ptges2,No,NA
Ptges3,2422.40522,1.62E-05,0.001442493,0.226428873,0.999821526,Ptges3,No,NA
Ptges3-ps,54.00458151,6.65E-06,0.001442686,0.135956724,0.999821526,Ptges3-ps,No,NA
Ptges3l,155.2652875,-1.75E-05,0.001442714,0.185526857,0.999821526,Ptges3l,No,NA
Ptgfr,558.4611423,1.18E-06,0.001442684,0.678787441,0.999821526,Ptgfr,No,NA
Ptgfrn,458.8538404,-1.03E-05,0.001442638,0.13553602,0.999821526,Ptgfrn,No,NA
Ptgis,42.43042096,-6.72E-06,0.001442679,0.101718587,0.999821526,Ptgis,No,NA
Ptgr1,270.8091718,6.85E-06,0.001442645,0.288182161,0.999821526,Ptgr1,No,NA
Ptgr2,6018.80798,2.11E-06,0.001442415,0.882723792,0.999821526,Ptgr2,No,NA
Ptgs2,96.64897447,-3.55E-06,0.001442676,0.370324685,0.999821526,Ptgs2,No,NA
Ptk2,1596.137906,-1.10E-06,0.001442223,0.904070015,0.999821526,Ptk2,No,NA
Ptk2b,2002.875327,4.41E-06,0.001442599,0.603799878,0.999821526,Ptk2b,No,NA
Ptk6,6.10826294,2.10E-06,0.00144269,0.300019063,0.999821526,Ptk6,No,NA
Ptk7,25.84863656,-2.17E-06,0.001442689,0.357740632,0.999821526,Ptk7,No,NA
Ptma,8747.347712,-7.72E-06,0.001442483,0.541686217,0.999821526,Ptma,No,NA
Ptms,17602.71739,6.92E-07,0.001442403,0.962884387,0.999821526,Ptms,No,NA
Ptov1,2121.263949,-1.69E-05,0.001442421,0.715291318,0.999821526,Ptov1,No,NA
Ptp4a1,29635.40524,1.25E-05,0.001442565,0.241484586,0.999821526,Ptp4a1,No,NA
Ptpa,7980.578738,1.24E-05,0.001442253,0.501085373,0.999821526,Ptpa,No,NA
Ptpdc1,424.1576261,-2.13E-06,0.001442587,0.749823231,0.999821526,Ptpdc1,No,NA
Ptpmt1,1208.250946,5.89E-06,0.001442431,0.722242637,0.999821526,Ptpmt1,No,NA
Ptpn1,1161.137294,1.32E-05,0.001442553,0.886954168,0.999821526,Ptpn1,No,NA
Ptpn11,9576.020641,2.33E-05,0.001442453,0.132103781,0.999821526,Ptpn11,No,NA
Ptpn12,1472.713364,1.35E-06,0.001442635,0.838656503,0.999821526,Ptpn12,No,NA
Ptpn13,232.9374115,1.78E-05,0.001442619,0.101471241,0.999821526,Ptpn13,No,NA
Ptpn14,3632.473632,-4.11E-06,0.001442606,0.376004013,0.999821526,Ptpn14,No,NA
Ptpn18,17.00666791,4.92E-08,0.00144268,0.9892026,0.999821526,Ptpn18,No,NA
Ptpn2,587.1017614,-5.78E-07,0.001442545,0.954970081,0.999821526,Ptpn2,No,NA
Ptpn21,1150.051589,8.53E-06,0.001442628,0.260792046,0.999821526,Ptpn21,No,NA
Ptpn23,1702.60381,-2.54E-06,0.001442493,0.833027011,0.999821526,Ptpn23,No,NA
Ptpn4,2453.560964,2.52E-07,0.001442519,0.983074272,0.999821526,Ptpn4,No,NA
Ptpn6,28.70473307,2.47E-06,0.001442681,0.450555892,0.999821526,Ptpn6,No,NA
Ptpn7,7.132448522,-2.15E-07,0.00144269,0.908942045,0.999821526,Ptpn7,No,NA
Ptpn9,1426.033074,-6.53E-06,0.001442334,0.801340913,0.999821526,Ptpn9,No,NA
Ptpra,4132.748282,2.40E-05,0.001442491,0.277281797,0.999821526,Ptpra,No,NA
Ptprc,65.7807925,-2.11E-06,0.001442679,0.547731407,0.999821526,Ptprc,No,NA
Ptprcap,6.353288358,3.14E-07,0.001442689,0.729504038,0.999821526,Ptprcap,No,NA
Ptprd,4060.279773,5.02E-06,0.001442414,0.696292501,0.999821526,Ptprd,No,NA
Ptpre,91.68182267,-2.45E-06,0.001442675,0.539729789,0.999821526,Ptpre,No,NA
Ptprg,2594.508016,1.10E-05,0.001442609,0.212275029,0.999821526,Ptprg,No,NA
Ptprj,113.904806,-3.21E-06,0.001442665,0.502053325,0.999821526,Ptprj,No,NA
Ptprk,482.5958858,-5.02E-06,0.001442597,0.849152326,0.999821526,Ptprk,No,NA
Ptprm,2337.481977,7.84E-06,0.001442595,0.366994952,0.999821526,Ptprm,No,NA
Ptprn2,7.262967746,-5.52E-07,0.00144269,0.454638345,0.999821526,Ptprn2,No,NA
Ptpro,10.26146105,2.11E-06,0.001442691,0.276045984,0.999821526,Ptpro,No,NA
Ptprr,7.069707833,1.93E-06,0.001442691,0.304135,0.999821526,Ptprr,No,NA
Ptprs,2812.107508,-9.98E-06,0.001442547,0.102583675,0.999821526,Ptprs,No,NA
Ptpru,387.5965753,-2.08E-05,0.001442692,0.907922469,0.999821526,Ptpru,No,NA
Ptrh1,207.4042452,-2.21E-06,0.001442614,0.772657766,0.999821526,Ptrh1,No,NA
Ptrh2,365.2132692,5.58E-06,0.001442523,0.691367383,0.999821526,Ptrh2,No,NA
Ptrhd1,277.8806722,6.06E-06,0.00144254,0.574210137,0.999821526,Ptrhd1,No,NA
Pts,1171.292674,-1.93E-05,0.001442545,0.120317419,0.999821526,Pts,No,NA
Pttg1ip,6499.838806,0.000209047,0.00144963,0.855506168,0.999821526,Pttg1ip,No,NA
Ptx3,35753.64343,1.18E-06,0.001442685,0.66882999,0.999821526,Ptx3,No,NA
Puf60,2162.728551,-6.48E-06,0.001442056,0.798386502,0.999821526,Puf60,No,NA
Pum1,2583.865476,8.57E-06,0.001442426,0.723505657,0.999821526,Pum1,No,NA
Pum2,4178.33643,1.04E-05,0.001442462,0.439166606,0.999821526,Pum2,No,NA
Pum3,1112.839968,8.59E-06,0.00144246,0.52067309,0.999821526,Pum3,No,NA
Pura,1194.002963,2.98E-05,0.00144249,0.80366681,0.999821526,Pura,No,NA
Purb,4287.142356,1.12E-05,0.001442065,0.606312719,0.999821526,Purb,No,NA
Purg,92.21680474,9.58E-06,0.001442627,0.337615778,0.999821526,Purg,No,NA
Pus1,690.102256,2.01E-05,0.001442457,0.195580254,0.999821526,Pus1,No,NA
Pus10,1271.053964,7.65E-05,0.001443449,0.943692198,0.999821526,Pus10,No,NA
Pus3,141.88292,1.21E-07,0.001442604,0.865869921,0.999821526,Pus3,No,NA
Pus7,766.3062771,5.93E-06,0.001442432,0.670748318,0.999821526,Pus7,No,NA
Pus7l,93.26741445,-6.13E-06,0.001442643,0.342376991,0.999821526,Pus7l,No,NA
Pusl1,241.9219299,1.83E-06,0.001442599,0.513147682,0.999821526,Pusl1,No,NA
Pvr,1561.093835,7.54E-06,0.001442663,0.417100741,0.999821526,Pvr,No,NA
Pvt1,46.47104395,1.05E-06,0.001442665,0.824276072,0.999821526,Pvt1,No,NA
Pwp2,366.3928771,5.29E-06,0.001442602,0.531180316,0.999821526,Pwp2,No,NA
Pwwp2a,254.1947364,-5.28E-06,0.001442574,0.578504235,0.999821526,Pwwp2a,No,NA
Pwwp3a,2460.584947,6.85E-06,0.00144234,0.672521601,0.999821526,Pwwp3a,No,NA
Pwwp3b,63.15492216,4.05E-06,0.00144268,0.26089111,0.999821526,Pwwp3b,No,NA
Pxdc1,1157.432051,2.33E-06,0.001442688,0.334997202,0.999821526,Pxdc1,No,NA
Pxdn,15687.35741,-0.000102267,0.001444124,0.747106423,0.999821526,Pxdn,No,NA
Pxk,1108.627494,2.15E-05,0.00144241,0.186537651,0.999821526,Pxk,No,NA
Pxmp2,1447.778664,-1.21E-05,0.001442474,0.362205382,0.999821526,Pxmp2,No,NA
Pxmp4,3403.580429,-1.27E-05,0.001442526,0.286294633,0.999821526,Pxmp4,No,NA
Pxn,1086.942106,-4.11E-06,0.001442601,0.575824183,0.999821526,Pxn,No,NA
Pxt1,11.76844344,1.01E-05,0.001442707,0.350719942,0.999821526,Pxt1,No,NA
Pxylp1,18.0404881,1.82E-06,0.00144268,0.590145963,0.999821526,Pxylp1,No,NA
Pycard,17.77846357,-9.79E-07,0.001442682,0.75278824,0.999821526,Pycard,No,NA
Pycr1,58.53657521,-9.40E-07,0.001442678,0.790576325,0.999821526,Pycr1,No,NA
Pycr2,976.2837237,-4.34E-06,0.00144246,0.739676509,0.999821526,Pycr2,No,NA
Pycrl,630.6247084,1.97E-06,0.001442466,0.860209694,0.999821526,Pycrl,No,NA
Pygb,11300.45288,2.70E-05,0.001442649,0.358241893,0.999821526,Pygb,No,NA
Pygl,19279.05628,6.40E-06,0.00144259,0.476172719,0.999821526,Pygl,No,NA
Pygm,86.31017571,-2.82E-06,0.001442676,0.358382225,0.999821526,Pygm,No,NA
Pygo1,416.7112903,9.51E-06,0.001442525,0.388593265,0.999821526,Pygo1,No,NA
Pygo2,860.02263,-2.23E-05,0.001442392,0.167742742,0.999821526,Pygo2,No,NA
Pym1,528.0461147,-1.41E-05,0.001442473,0.300019112,0.999821526,Pym1,No,NA
Pyroxd1,418.1252238,1.24E-05,0.001442441,0.383830939,0.999821526,Pyroxd1,No,NA
Pyroxd2,382.1931014,-2.97E-06,0.001442558,0.764880147,0.999821526,Pyroxd2,No,NA
Qars,2163.101473,1.12E-06,0.001442407,0.902966732,0.999821526,Qars,No,NA
Qdpr,2629.203011,6.66E-06,0.001442434,0.725282865,0.999821526,Qdpr,No,NA
Qpct,41.62815949,-4.50E-06,0.00144267,0.340045127,0.999821526,Qpct,No,NA
Qpctl,804.164256,-6.83E-06,0.001442431,0.625386099,0.999821526,Qpctl,No,NA
Qrich1,1853.293998,6.04E-05,0.001442751,0.615338863,0.999821526,Qrich1,No,NA
Qrsl1,263.0187907,-5.56E-06,0.001442639,0.920663737,0.999821526,Qrsl1,No,NA
Qser1,1147.782834,5.66E-06,0.001442493,0.644139137,0.999821526,Qser1,No,NA
Qsox1,5145.619039,8.77E-06,0.001442505,0.905021584,0.999821526,Qsox1,No,NA
Qsox2,548.4204427,1.23E-05,0.001442499,0.301377405,0.999821526,Qsox2,No,NA
Qtrt1,84.03592415,7.13E-06,0.001442634,0.315205313,0.999821526,Qtrt1,No,NA
Qtrt2,243.2226462,4.51E-07,0.001442601,0.968481549,0.999821526,Qtrt2,No,NA
R3hcc1,1191.600383,-1.14E-05,0.001442526,0.3335901,0.999821526,R3hcc1,No,NA
R3hcc1l,583.8249236,1.32E-05,0.001442572,0.307723191,0.999821526,R3hcc1l,No,NA
R3hdm1,1204.015866,-3.71E-06,0.001442343,0.81577951,0.999821526,R3hdm1,No,NA
R3hdm2,3217.597816,9.54E-06,0.001442302,0.578883898,0.999821526,R3hdm2,No,NA
R3hdm4,2600.104201,1.96E-06,0.001442239,0.914577591,0.999821526,R3hdm4,No,NA
R74862,53.10204134,-3.23E-06,0.001442663,0.514861566,0.999821526,R74862,No,NA
Rab10,5802.727659,2.40E-05,0.001442291,0.208662014,0.999821526,Rab10,No,NA
Rab10os,359.3647668,1.22E-05,0.001442585,0.339181083,0.999821526,Rab10os,No,NA
Rab11a,1751.904067,-1.09E-05,0.001442271,0.543252789,0.999821526,Rab11a,No,NA
Rab11b,3905.49238,-1.06E-06,0.001441929,0.963738551,0.999821526,Rab11b,No,NA
Rab11fip1,169.7486266,1.35E-05,0.001442629,0.14026264,0.999821526,Rab11fip1,No,NA
Rab11fip2,976.7405016,1.24E-05,0.001442598,0.19076373,0.999821526,Rab11fip2,No,NA
Rab11fip3,1036.628493,5.82E-06,0.001442537,0.802394764,0.999821526,Rab11fip3,No,NA
Rab11fip4,72.35845941,5.07E-06,0.001442686,0.099347615,0.999821526,Rab11fip4,No,NA
Rab11fip5,750.3834217,-6.41E-06,0.001442441,0.421774118,0.999821526,Rab11fip5,No,NA
Rab12,1699.282956,1.99E-06,0.001442358,0.89909077,0.999821526,Rab12,No,NA
Rab13,611.9168408,-4.75E-05,0.001442861,0.275304829,0.999821526,Rab13,No,NA
Rab14,4781.119028,1.11E-05,0.001442179,0.572643316,0.999821526,Rab14,No,NA
Rab15,58.54676675,1.42E-06,0.001442689,0.485369701,0.999821526,Rab15,No,NA
Rab1a,5552.666753,1.06E-05,0.001442232,0.391894308,0.999821526,Rab1a,No,NA
Rab1b,8722.54216,-0.000284977,0.001456943,0.974081173,0.999821526,Rab1b,No,NA
Rab20,206.7770287,4.17E-06,0.001442669,0.354262198,0.999821526,Rab20,No,NA
Rab22a,1765.633009,6.73E-06,0.001442301,0.771775404,0.999821526,Rab22a,No,NA
Rab23,283.8108995,1.66E-05,0.00144261,0.091137032,0.999821526,Rab23,No,NA
Rab24,1033.836519,9.71E-06,0.001442361,0.5415956,0.999821526,Rab24,No,NA
Rab26os,9.230166096,-2.15E-06,0.001442688,0.387926435,0.999821526,Rab26os,No,NA
Rab27a,10.90462545,-4.32E-07,0.001442686,0.859749218,0.999821526,Rab27a,No,NA
Rab27b,35.01975307,-1.04E-06,0.001442681,0.749039544,0.999821526,Rab27b,No,NA
Rab29,345.9446721,8.69E-06,0.001442522,0.563578136,0.999821526,Rab29,No,NA
Rab2a,3750.289117,1.47E-05,0.001442151,0.473288845,0.999821526,Rab2a,No,NA
Rab2b,482.2567055,0.00018489,0.001448369,0.477172843,0.999821526,Rab2b,No,NA
Rab30,348.25225,1.43E-05,0.00144255,0.208848713,0.999821526,Rab30,No,NA
Rab31,399.9958278,-1.52E-05,0.00144258,0.547890534,0.999821526,Rab31,No,NA
Rab32,1642.180815,1.11E-05,0.001442575,0.241608501,0.999821526,Rab32,No,NA
Rab33a,6.015517721,3.25E-06,0.001442691,0.100365,0.999821526,Rab33a,No,NA
Rab33b,448.7873003,5.75E-06,0.001442545,0.580546863,0.999821526,Rab33b,No,NA
Rab34,3604.78647,6.60E-06,0.001442306,0.697018039,0.999821526,Rab34,No,NA
Rab35,1583.468933,2.91E-06,0.001442421,0.837004943,0.999821526,Rab35,No,NA
Rab36,7.873084128,-9.49E-07,0.001442689,0.517889596,0.999821526,Rab36,No,NA
Rab38,114.441312,-4.36E-06,0.001442646,0.482924633,0.999821526,Rab38,No,NA
Rab3a,392.6061793,-2.50E-08,0.001442624,0.996035812,0.999821526,Rab3a,No,NA
Rab3c,5.113329406,8.27E-07,0.00144269,0.703422,0.999821526,Rab3c,No,NA
Rab3d,4613.404692,7.48E-06,0.0014424,0.760476483,0.999821526,Rab3d,No,NA
Rab3gap1,2213.470838,-2.06E-05,0.001442419,0.457567245,0.999821526,Rab3gap1,No,NA
Rab3gap2,2970.983632,1.70E-06,0.001442449,0.89928087,0.999821526,Rab3gap2,No,NA
Rab3il1,181.5855952,-4.23E-06,0.001442605,0.945660546,0.999821526,Rab3il1,No,NA
Rab3ip,397.6171194,2.24E-05,0.001442593,0.881017045,0.999821526,Rab3ip,No,NA
Rab40b,242.401803,5.26E-06,0.001442582,0.340882723,0.999821526,Rab40b,No,NA
Rab40c,409.9091785,-1.34E-06,0.001442529,0.884230011,0.999821526,Rab40c,No,NA
Rab42,37.70122384,-1.42E-06,0.001442682,0.646383263,0.999821526,Rab42,No,NA
Rab43,500.3780689,-9.79E-06,0.001442661,0.236871913,0.999821526,Rab43,No,NA
Rab4a,353.1605078,2.51E-06,0.001442601,0.762906407,0.999821526,Rab4a,No,NA
Rab5a,3030.692485,1.24E-05,0.001442134,0.312866696,0.999821526,Rab5a,No,NA
Rab5b,5477.605533,-6.38E-05,0.001442977,0.602209703,0.999821526,Rab5b,No,NA
Rab5c,5062.456053,-1.32E-05,0.001442037,0.683493476,0.999821526,Rab5c,No,NA
Rab5if,2660.94339,2.27E-05,0.001442478,0.127081774,0.999821526,Rab5if,No,NA
Rab6a,3450.698871,4.25E-06,0.001442272,0.809013157,0.999821526,Rab6a,No,NA
Rab6b,280.9721965,1.39E-06,0.001442643,0.821503183,0.999821526,Rab6b,No,NA
Rab7,8416.929612,1.69E-05,0.001442067,0.444134804,0.999821526,Rab7,No,NA
Rab7b,28.46846616,-9.09E-06,0.001442695,0.682846029,0.999821526,Rab7b,No,NA
Rab8a,1652.61771,1.04E-05,0.001442435,0.407628969,0.999821526,Rab8a,No,NA
Rab8b,630.6305618,2.33E-05,0.001442735,0.154160357,0.999821526,Rab8b,No,NA
Rab9,1040.213788,-2.36E-06,0.00144245,0.958911591,0.999821526,Rab9,No,NA
Rab9b,29.8551248,-1.57E-07,0.001442678,0.963202407,0.999821526,Rab9b,No,NA
Rabac1,3718.410217,9.60E-06,0.001442264,0.570881041,0.999821526,Rabac1,No,NA
