"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Genes","Sig","Labl"
"Sorl1",7110.50776070974,-2.86089992183267e-06,0.00144268843976519,0.234865592142716,0.96988964270494,"Sorl1","No",NA
"Sort1",26388.2612414168,-4.65778503389581e-05,0.00144286761189747,0.0945934734389911,0.959528224506864,"Sort1","No",NA
"Sos1",1045.6980402456,1.12009236853458e-06,0.00144251524428364,0.657275417813197,0.977825786132469,"Sos1","No",NA
"Sos2",1266.86222855234,1.45194521827125e-05,0.00144254639843963,0.209500069166785,0.96988964270494,"Sos2","No",NA
"Sostdc1",1.30597787107885,-1.70578005887439e-07,0.00144269450773541,0.735186208134113,NA,"Sostdc1",NA,NA
"Sowaha",0.407498076972693,1.69515348277564e-07,0.00144269470974811,0.772517669633514,NA,"Sowaha",NA,NA
"Sowahb",0.772724699516991,-2.74906521439604e-07,0.00144269474090127,0.448145031200375,NA,"Sowahb",NA,NA
"Sowahc",11531.7599254587,3.4114535152717e-06,0.00144264677372057,0.572529949347569,0.975794708309648,"Sowahc","No",NA
"Sowahd",0.41632233708506,1.21085270497453e-07,0.0014426949624578,0.652589191803879,NA,"Sowahd",NA,NA
"Sox1",1.40402147184545,8.08255334179295e-07,0.00144269467266549,0.455883085243694,NA,"Sox1",NA,NA
"Sox10",1.28862237880699,-9.8059323681831e-07,0.00144269440640995,0.268784509832343,NA,"Sox10",NA,NA
"Sox11",10.0371542591347,-2.69200834935659e-06,0.00144269178243067,0.484972902748143,NA,"Sox11",NA,NA
"Sox12",79.5124748277827,-4.66227030771563e-06,0.00144267096046476,0.298360778288556,0.96988964270494,"Sox12","No",NA
"Sox13",242.852059861232,-7.85563257294422e-06,0.00144262261003475,0.309877679205743,0.96988964270494,"Sox13","No",NA
"Sox15",0.53711268090282,2.65948412050322e-07,0.00144269479790272,0.717645571534642,NA,"Sox15",NA,NA
"Sox17",117.960814776557,-2.57922473062908e-06,0.00144268437106564,0.376369458341486,0.96988964270494,"Sox17","No",NA
"Sox18",130.255975051182,-6.24345075663147e-06,0.00144267962084267,0.166790462796704,0.96988964270494,"Sox18","No",NA
"Sox1ot",6.82294499420122,4.24644119475922e-07,0.00144269158618347,0.921688376011186,NA,"Sox1ot",NA,NA
"Sox2ot",6.40066467498964,-2.0387418905683e-06,0.00144268971936811,0.128480591833366,NA,"Sox2ot",NA,NA
"Sox30",10.5514176065023,-2.12546932434662e-06,0.00144269111209214,0.255152345413253,NA,"Sox30",NA,NA
"Sox4",1161.42063719532,-2.03959036359441e-05,0.0014427451131983,0.00788000042551196,0.822098688719956,"Sox4","No",NA
"Sox5",273.153124794384,-2.55005068752117e-06,0.00144265935609194,0.62157684540213,0.975794708309648,"Sox5","No",NA
"Sox5os4",7.54611018962139,2.01702356487565e-06,0.00144269302608153,0.140665207148653,NA,"Sox5os4",NA,NA
"Sox6",1491.51309820952,6.48958766587601e-06,0.00144264722879819,0.303322564343009,0.96988964270494,"Sox6","No",NA
"Sox6os",174.141023874131,-5.33469884356982e-07,0.00144259890483277,0.949039535301035,0.993453268154031,"Sox6os","No",NA
"Sox7",358.50974576102,-8.96641484703304e-06,0.00144267481328516,0.0725180886649111,0.959528224506864,"Sox7","No",NA
"Sox8",4.23737974346047,-1.14890433659209e-06,0.0014426935200299,0.286008369255156,NA,"Sox8",NA,NA
"Sox9",131.707530786797,5.75065507448e-06,0.00144267493700055,0.166105299779276,0.96988964270494,"Sox9","No",NA
"Sp1",1783.64492348937,3.56088893168388e-05,0.00144269267086841,0.12678743527929,0.959528224506864,"Sp1","No",NA
"Sp100",260.346594273445,-1.54613564046149e-06,0.00144265549236383,0.771933608478001,0.989356770250226,"Sp100","No",NA
"Sp110",128.759645934486,1.00898595968051e-05,0.00144268455984309,0.0844700228422286,0.959528224506864,"Sp110","No",NA
"Sp140",414.652334466406,1.09538470238917e-05,0.00144265715830769,0.0925585158588214,0.959528224506864,"Sp140","No",NA
"Sp2",892.74577046995,2.18330583666705e-05,0.00144268525007269,0.514452267826917,0.971964057862439,"Sp2","No",NA
"Sp3",2383.49567765819,-5.29906855243347e-06,0.00144238918152516,0.298066853614943,0.96988964270494,"Sp3","No",NA
"Sp3os",89.7118543878051,-1.11463397539695e-08,0.00144264249320438,0.997649194857581,0.99955838438511,"Sp3os","No",NA
"Sp4",162.208926528671,5.61018593569227e-06,0.00144264771577273,0.363761564775125,0.96988964270494,"Sp4","No",NA
"Sp6",2.90449239228164,-7.37377359890774e-07,0.00144269281840257,0.566071037339245,NA,"Sp6",NA,NA
"Sp7",8.52559969711632,-1.63546855392632e-06,0.00144268810554253,0.476696345344199,NA,"Sp7",NA,NA
"Sp8",10.9220546708132,2.80273102327284e-06,0.00144268896551283,0.228093863845344,NA,"Sp8",NA,NA
"Sp9",0.242989887795748,1.22335596335735e-07,0.00144269493253884,0.851385354208904,NA,"Sp9",NA,NA
"Spa17",71.164560942243,2.29611713768238e-07,0.00144264773341779,0.558408883530862,0.975554986324048,"Spa17","No",NA
"Spaar",114.800087710263,-5.77462890242876e-06,0.00144266017248698,0.285690746388417,0.96988964270494,"Spaar","No",NA
"Spaca1",96.0930901310982,-1.83750564857e-06,0.00144267600820805,0.981707995943015,0.997051555358761,"Spaca1","No",NA
"Spaca6",274.1792732175,-3.79779197739e-06,0.00144262366944982,0.475548543584219,0.970641740612449,"Spaca6","No",NA
"Spag1",43.1178362610143,6.77193474217012e-06,0.00144267913032513,0.102835311877682,0.959528224506864,"Spag1","No",NA
"Spag16",1.39657262678,-5.41477378514659e-08,0.00144269415079746,0.945700581693877,NA,"Spag16",NA,NA
"Spag17os",12.7261022710203,-1.72051296011164e-06,0.00144269023337553,0.321882773338209,NA,"Spag17os",NA,NA
"Spag4",79.8216041177137,2.90857272531959e-06,0.0014426430215456,0.781498524482296,0.989380836054069,"Spag4","No",NA
"Spag5",13.8710546335755,-2.07687212732811e-06,0.00144268822396034,0.367421160275987,NA,"Spag5",NA,NA
"Spag6",5.09617711140874,2.05238230511826e-07,0.00144269300634117,0.867350970461132,NA,"Spag6",NA,NA
"Spag6l",0.842468986950837,-3.36987136707393e-07,0.00144269455244507,0.599811428183457,NA,"Spag6l",NA,NA
"Spag7",1262.62595146965,-0.00111925489773769,0.00180161709993076,0.082679153796654,0.959528224506864,"Spag7","No",NA
"Spag8",3.92702986025144,-2.99941530148353e-08,0.00144269234601712,0.981726730417823,NA,"Spag8",NA,NA
"Spag9",5652.14223987358,-4.82142770544331e-07,0.00144254952801935,0.960866161952507,0.994674298267206,"Spag9","No",NA
"Sparc",58038.9023621787,-7.20178443147117e-06,0.00144260724925035,0.386999531106696,0.96988964270494,"Sparc","No",NA
"Sparcl1",1654.66583670904,-9.07390689874105e-06,0.00144268690173269,0.0243657994561706,0.959528224506864,"Sparcl1","No",NA
"Spast",659.444588541595,2.68306797399584e-05,0.00144259058129667,0.124613130014351,0.959528224506864,"Spast","No",NA
"Spata1",50.9039216573342,-4.1153833158101e-07,0.00144265164461277,0.747567402086913,0.985487396237928,"Spata1","No",NA
"Spata13",94.379718231708,-4.68788514613431e-06,0.00144268731580231,0.105050000424262,0.959528224506864,"Spata13","No",NA
"Spata17",8.76269915864893,4.90665614455171e-07,0.00144269022094055,0.784964844897024,NA,"Spata17",NA,NA
"Spata18",0.717437330827459,-2.4423943412598e-07,0.00144269495576777,0.512163173255248,NA,"Spata18",NA,NA
"Spata19",0.336019595197258,5.21364945333511e-08,0.00144269496209702,0.740656367035806,NA,"Spata19",NA,NA
"Spata2",873.059198734717,1.32027396900385e-06,0.00144259649567582,0.876727025063266,0.991617022541906,"Spata2","No",NA
"Spata20",3.57060215705175,-1.45336911451975e-06,0.00144269399884235,0.148159518198423,NA,"Spata20",NA,NA
"Spata21",0.898224930416722,-1.93995721756076e-07,0.0014426949932565,0.548922885583515,NA,"Spata21",NA,NA
"Spata22",90.0627721943676,-7.65256519121795e-06,0.00144265101696888,0.234009543652899,0.96988964270494,"Spata22","No",NA
"Spata24",132.408540487937,1.41280165799038e-05,0.00144263760882588,0.154273453299348,0.96988964270494,"Spata24","No",NA
"Spata25",0.573227800588189,-2.09389009444336e-07,0.00144269478553738,0.652161517366393,NA,"Spata25",NA,NA
"Spata2l",63.6063730973136,-2.51028162162736e-06,0.00144264792161168,0.61275313808628,0.975794708309648,"Spata2l","No",NA
"Spata3",6.44819938114301,-1.39616796655572e-07,0.0014426915481438,0.928189292639975,NA,"Spata3",NA,NA
"Spata31d1a",1.16106836616118,3.68364658843104e-07,0.0014426942047619,0.623744197200047,NA,"Spata31d1a",NA,NA
"Spata31d1d",0.667717170647232,5.96853950669947e-07,0.00144269457721972,0.345096036649435,NA,"Spata31d1d",NA,NA
"Spata33",31.7512334640005,-6.42290714701431e-06,0.00144267605797612,0.916217113109684,0.992350944582066,"Spata33","No",NA
"Spata48",5.78413716091844,4.4513849920817e-06,0.00144269417323303,0.232218692311666,NA,"Spata48",NA,NA
"Spata5",275.230813793739,-1.32741629547813e-05,0.0014426592976993,0.915718950285034,0.992350944582066,"Spata5","No",NA
"Spata5l1",178.494540777644,1.44731702588806e-06,0.00144263317340267,0.829914913571246,0.989380836054069,"Spata5l1","No",NA
"Spata6",503.887460617853,4.92719563387688e-06,0.00144263366953917,0.42753787615576,0.970103412211959,"Spata6","No",NA
"Spata7",111.28231304831,5.11528108229797e-06,0.00144263714027575,0.446066874349548,0.970641740612449,"Spata7","No",NA
"Spata9",2.01574219257295,-3.95548902658779e-07,0.00144269362302245,0.695124838701131,NA,"Spata9",NA,NA
"Spatc1",13.9826833741967,2.12880278776354e-07,0.00144269036935914,0.909615328020798,NA,"Spatc1",NA,NA
